feature1,feature2,x,y,effect
d2h_nh,access_h,12.010336373657303,5.0,0.40790376283103236
d2h_nh,access_h,12.95099155798216,5.0,0.445148867364738
d2h_nh,access_h,14.18816814079018,5.0,0.468803034521505
d2h_nh,access_h,15.420358760122468,5.0,0.47399137927773627
d2h_nh,access_h,16.887256984536638,5.0,0.48246596709562284
d2h_nh,access_h,19.034468332511732,5.0,0.4892974773756995
d2h_nh,access_h,21.596111186506796,5.0,0.49945253095778674
d2h_nh,access_h,24.40118524607943,5.0,0.5166741760062781
d2h_nh,access_h,30.665217977642058,5.0,0.5177370428227897
d2h_nh,access_h,56.697096683740725,5.0,0.5186421357376584
d2h_nh,access_h,0.11211235489377035,6.125,-0.373449197366505
d2h_nh,access_h,0.28458608331837115,6.125,-0.2992135541088085
d2h_nh,access_h,0.3944248430337442,6.125,-0.3859190667215363
d2h_nh,access_h,0.48258617283424965,6.125,-0.38121950981928576
d2h_nh,access_h,0.5462705756250719,6.125,-0.2974646552073238
d2h_nh,access_h,0.6181087120641451,6.125,-0.29303154638538087
d2h_nh,access_h,0.703480846775679,6.125,-0.16093104504439892
d2h_nh,access_h,0.7892851236588083,6.125,-0.16798984510318848
d2h_nh,access_h,0.8821838239934872,6.125,-0.17108092217070903
d2h_nh,access_h,0.9610314872455529,6.125,-0.1737025912605836
d2h_nh,access_h,1.0304808849275897,6.125,-0.14387627671478942
d2h_nh,access_h,1.1234864221399774,6.125,-0.13344323792874466
d2h_nh,access_h,1.2341958934004578,6.125,-0.10973121797246471
d2h_nh,access_h,1.3570179487924836,6.125,-0.10564069051874778
d2h_nh,access_h,1.486461260809405,6.125,-0.09691974930328842
d2h_nh,access_h,1.5875924454443746,6.125,-0.09560347324230534
d2h_nh,access_h,1.6711235673697713,6.125,-0.08993070955637522
d2h_nh,access_h,1.7807235511604413,6.125,-0.0738767020754019
d2h_nh,access_h,1.9043995098636202,6.125,-0.06844557644686733
d2h_nh,access_h,2.028475065868832,6.125,-0.060618252116366136
d2h_nh,access_h,2.1638012220041993,6.125,-0.05472492765822567
d2h_nh,access_h,2.2985255877757576,6.125,-0.046562140119895706
d2h_nh,access_h,2.424312460647441,6.125,-0.038552465794818545
d2h_nh,access_h,2.552013970012293,6.125,-0.00633575768325444
d2h_nh,access_h,2.6891893062390855,6.125,-0.0018471640342594409
d2h_nh,access_h,2.8670095710927455,6.125,0.010061698096388096
d2h_nh,access_h,3.056661916115213,6.125,0.03863802603623594
d2h_nh,access_h,3.2249385682970306,6.125,0.04615736151798029
d2h_nh,access_h,3.408029835082951,6.125,0.05307895891928624
d2h_nh,access_h,3.5977855686147633,6.125,0.05964221369568405
d2h_nh,access_h,3.773473403394531,6.125,0.08813508291760733
d2h_nh,access_h,3.9546562428742384,6.125,0.08173980730493732
d2h_nh,access_h,4.167435995035171,6.125,0.09762311741731675
d2h_nh,access_h,4.378784079820337,6.125,0.10120245607120718
d2h_nh,access_h,4.5881909318342995,6.125,0.10473352100506805
d2h_nh,access_h,4.820580894666823,6.125,0.11390195706221198
d2h_nh,access_h,5.065527085829514,6.125,0.11844063844071745
d2h_nh,access_h,5.298875453753189,6.125,0.12454429102476593
d2h_nh,access_h,5.503466627642274,6.125,0.1681403713482267
d2h_nh,access_h,5.7580110262882815,6.125,0.18809874498086765
d2h_nh,access_h,6.088965099884238,6.125,0.19281701787727662
d2h_nh,access_h,6.398330912056463,6.125,0.23238295484319405
d2h_nh,access_h,6.719648302301791,6.125,0.23967550537768967
d2h_nh,access_h,7.093263445664316,6.125,0.247402690829069
d2h_nh,access_h,7.529750280475704,6.125,0.2501667015357745
d2h_nh,access_h,7.966030534076241,6.125,0.2516568507450222
d2h_nh,access_h,8.348486062943206,6.125,0.25954977021762277
d2h_nh,access_h,8.788165044237362,6.125,0.27382268701520296
d2h_nh,access_h,9.348132778098798,6.125,0.28017220080254956
d2h_nh,access_h,9.942370174885333,6.125,0.283777052062158
d2h_nh,access_h,10.485047012378567,6.125,0.31392783584137074
d2h_nh,access_h,11.176163307001545,6.125,0.3190699851931109
d2h_nh,access_h,12.010336373657303,6.125,0.4067179169419164
d2h_nh,access_h,12.95099155798216,6.125,0.44396302147562205
d2h_nh,access_h,14.18816814079018,6.125,0.4676171886323891
d2h_nh,access_h,15.420358760122468,6.125,0.4728055333886203
d2h_nh,access_h,16.887256984536638,6.125,0.48015075690043524
d2h_nh,access_h,19.034468332511732,6.125,0.48698226718051185
d2h_nh,access_h,21.596111186506796,6.125,0.4971373207625991
d2h_nh,access_h,24.40118524607943,6.125,0.5143589658110904
d2h_nh,access_h,30.665217977642058,6.125,0.515421832627602
d2h_nh,access_h,56.697096683740725,6.125,0.5163269255424707
d2h_nh,access_h,0.11211235489377035,7.0,-0.3090323564152081
d2h_nh,access_h,0.28458608331837115,7.0,-0.23479671315751116
d2h_nh,access_h,0.3944248430337442,7.0,-0.3215022257702388
d2h_nh,access_h,0.48258617283424965,7.0,-0.31680266886798836
d2h_nh,access_h,0.5462705756250719,7.0,-0.2330478142560262
d2h_nh,access_h,0.6181087120641451,7.0,-0.22861470543408316
d2h_nh,access_h,0.703480846775679,7.0,-0.1329858983428997
d2h_nh,access_h,0.7892851236588083,7.0,-0.1400446984016892
d2h_nh,access_h,0.8821838239934872,7.0,-0.14313577546920975
d2h_nh,access_h,0.9610314872455529,7.0,-0.1457574445590843
d2h_nh,access_h,1.0304808849275897,7.0,-0.1159311300132902
d2h_nh,access_h,1.1234864221399774,7.0,-0.10672841176424144
d2h_nh,access_h,1.2341958934004578,7.0,-0.08301639180796128
d2h_nh,access_h,1.3570179487924836,7.0,-0.0789258643542444
d2h_nh,access_h,1.486461260809405,7.0,-0.07042724040587203
d2h_nh,access_h,1.5875924454443746,7.0,-0.06911096434488893
d2h_nh,access_h,1.6711235673697713,7.0,-0.06343820065895911
d2h_nh,access_h,1.7807235511604413,7.0,-0.04769205456959087
d2h_nh,access_h,1.9043995098636202,7.0,-0.042260928941056305
d2h_nh,access_h,2.028475065868832,7.0,-0.034433604610555224
d2h_nh,access_h,2.1638012220041993,7.0,-0.02854028015241478
d2h_nh,access_h,2.2985255877757576,7.0,-0.020377492614084745
d2h_nh,access_h,2.424312460647441,7.0,-0.012367818289007551
d2h_nh,access_h,2.552013970012293,7.0,0.019848889822556687
d2h_nh,access_h,2.6891893062390855,7.0,0.024337483471551697
d2h_nh,access_h,2.8670095710927455,7.0,0.036246345602199116
d2h_nh,access_h,3.056661916115213,7.0,0.06482267354204699
d2h_nh,access_h,3.2249385682970306,7.0,0.07234200902379144
d2h_nh,access_h,3.408029835082951,7.0,0.07926360642509743
d2h_nh,access_h,3.5977855686147633,7.0,0.08560374271708832
d2h_nh,access_h,3.773473403394531,7.0,0.11409661193901147
d2h_nh,access_h,3.9546562428742384,7.0,0.10770133632634163
d2h_nh,access_h,4.167435995035171,7.0,0.12322516648723808
d2h_nh,access_h,4.378784079820337,7.0,0.12680450514112857
d2h_nh,access_h,4.5881909318342995,7.0,0.13033557007498953
d2h_nh,access_h,4.820580894666823,7.0,0.13950400613213335
d2h_nh,access_h,5.065527085829514,7.0,0.14404268751063884
d2h_nh,access_h,5.298875453753189,7.0,0.15014634009468728
d2h_nh,access_h,5.503466627642274,7.0,0.19374242041814804
d2h_nh,access_h,5.7580110262882815,7.0,0.213700794050789
d2h_nh,access_h,6.088965099884238,7.0,0.21841906694719793
d2h_nh,access_h,6.398330912056463,7.0,0.2579850039131153
d2h_nh,access_h,6.719648302301791,7.0,0.2652775544476107
d2h_nh,access_h,7.093263445664316,7.0,0.27300473989899016
d2h_nh,access_h,7.529750280475704,7.0,0.27576875060569567
d2h_nh,access_h,7.966030534076241,7.0,0.27725889981494356
d2h_nh,access_h,8.348486062943206,7.0,0.2851518192875443
d2h_nh,access_h,8.788165044237362,7.0,0.2994247360851243
d2h_nh,access_h,9.348132778098798,7.0,0.3057742498724707
d2h_nh,access_h,9.942370174885333,7.0,0.3093791011320791
d2h_nh,access_h,10.485047012378567,7.0,0.3395298849112919
d2h_nh,access_h,11.176163307001545,7.0,0.34467203426303206
d2h_nh,access_h,12.010336373657303,7.0,0.3753921101489897
