ID,ak,mode,ak_mode,ak_log,ak_ihs,ak_log1p
13_3480,133,car,133,4.890349128221754,5.583510441559146,4.897839799950911
13_3532,6673,car,6673,8.805824812903607,9.49897199907788,8.80597465931132
13_3536,1258,car,1258,7.1372784372603855,7.830425775791788,7.138073034044347
13_3544,28758,car,28758,10.266671268387686,10.959818449249921,10.26670604071587
13_3553,824,car,824,6.714170529909472,7.40731807867074,6.715383386334681
13_3556,845,car,845,6.739336627357174,7.432484158044732,6.740519359606223
13_3562,497,car,497,6.208590026096629,6.901738218763908,6.210600077024653
13_3568,1662,car,1662,7.415776975415394,8.10892424648145,7.416378479192928
13_3580,29014,car,29014,10.275533751098848,10.96868093195577,10.275568216624709
13_3586,15877,car,15877,9.672626800077511,10.365773981629209,9.672689782285058
13_3588,26456,car,26456,10.183238254661628,10.876385435578758,10.183276052556291
14_3632,5249,car,5249,8.5657928612523,9.258940050885997,8.565983355585669
14_3655,5679,car,5679,8.644530439877432,9.337677628189066,8.644706511715198
14_3699,30273,car,30273,10.318011505132638,11.011158685965373,10.31804453732251
14_3710,30177,car,30177,10.314835323802448,11.007982504636923,10.314868461073596
14_3725,9379,car,9379,9.146228426508939,9.839375609910903,9.14633504200027
16_3777,8451,car,8451,9.042040056544483,9.735187240604876,9.042158378735948
16_3866,21939,car,21939,9.996021153939061,10.689168335018412,9.99606673382922
16_3886,20080,car,20080,9.907479573805665,10.60062675498564,9.90752937336246
16_3903,4178,car,4178,8.33758794211651,9.03073513699844,8.337827262447915
16_3909,26442,car,26442,10.182708934070043,10.875856114987549,10.182746751976826
16_3932,31066,car,31066,10.343869252547853,11.037016433366839,10.343901441561744
16_3950,10162,car,10162,9.226410552153677,9.91955773513455,9.226508953137767
16_3977,1600,car,1600,7.3777589082278725,8.070906186444054,7.3783837129967145
16_3991,5621,car,5621,8.634264863002075,9.327412051474504,8.634442751466477
16_4013,29007,car,29007,10.275292459151657,10.968439640008723,10.275326932994632
16_4014,12158,car,12158,9.405742668308667,10.098889850559894,9.405824915296419
16_4047,10120,car,10120,9.222268942841456,9.915416125842464,9.222367752188902
16_4058,4498,car,4498,8.411388132519262,9.104535325435867,8.411610428841172
16_4103,16828,car,16828,9.730799444710412,10.423946626153183,9.730858867713073
16_4105,14972,car,14972,9.61393706902432,10.307084250699535,9.61400385813772
16_4116,37808,car,37808,10.540275999426688,11.233423180161527,10.540302448505601
2_1791,10,car,10,2.302585092994046,2.99822295029797,2.3978952727983707
2_1831,1735,car,1735,7.45876269238096,8.151909955991165,7.459338895220296
2_1834,25787,car,25787,10.157625767952561,10.850772948888464,10.15766454643051
2_1838,33736,car,33736,10.426320795426395,11.119467976206002,10.426350436912623
2_1847,7430,car,7430,8.913281137711804,9.606428322800333,8.91341571815747
2_1861,1240,car,1240,7.122866658599083,7.816014001750039,7.123672785204607
2_1863,2427,car,2427,7.794411205726601,8.487558428728995,7.794823152179389
2_1870,20770,car,20770,9.941264916870159,10.634412098009621,9.941313062076109
2_1879,1,car,1,0.0,0.881373587019543,0.6931471805599453
2_1880,8409,car,8409,9.037057839832897,9.730205023928347,9.037176752966994
2_1894,4015,car,4015,8.297792626380861,8.990939822449276,8.298041661371565
2_1922,11834,car,11834,9.378732023236639,10.071879205581743,9.378816521948083
2_1944,21684,car,21684,9.98432994038023,10.677477121471867,9.984376056269467
2_1986,9688,car,9688,9.178643285232928,9.87179046845649,9.178746500385005
2_1991,1392,car,1392,7.238496840894365,7.9316441504756225,7.239214973779806
2_1996,3032,car,3032,8.016977746762262,8.71012495451674,8.017307507688582
2_1999,95,car,95,4.553876891600541,5.247051771840578,4.564348191467836
2_2000,890,car,890,6.7912214627261855,7.484368958902697,6.792344427470809
2_2002,292,car,292,5.676753802268282,6.369903914885138,5.680172609017068
2_2003,1632,car,1632,7.397561535524052,8.090708809948124,7.398174092970465
2_2014,42,car,42,3.7376696182833684,4.430958492080543,3.7612001156935624
2_2019,438,car,438,6.082218910376446,6.775367394075981,6.0844994130751715
3_2023,9657,car,9657,9.175438319966918,9.868585503207608,9.175541866433488
3_2024,29720,car,29720,10.299575498831695,10.992722679674678,10.29960914564114
3_2030,1432,car,1432,7.266827347520591,7.959974649994624,7.267525427828172
3_2037,12100,car,12100,9.400960731584833,10.094107913852312,9.401043372798053
3_2040,286,car,286,5.655991810819852,6.349142047749961,5.659482215759621
3_2044,12762,car,12762,9.454227284428292,10.147374466523218,9.45430563898269
3_2045,12781,car,12781,9.455714972131714,10.148862154222078,9.455793210210228
3_2047,12632,car,12632,9.443988555935478,10.13713573806216,9.444067716830038
3_2048,20401,car,20401,9.923339198238729,10.616486379399346,9.923388214242465
3_2067,2295,car,2295,7.738488122494646,8.431635350519713,7.738923757439457
3_2071,463,car,463,6.137727054086234,6.830875400857538,6.139884552226255
3_2073,519,car,519,6.251903883165888,6.945051991847024,6.253828811575473
3_2075,20073,car,20073,9.907130907450927,10.600278088631335,9.907180724373745
3_2084,194,car,194,5.267858159063328,5.961011982133345,5.272999558563747
3_2086,739,car,739,6.6052979209482015,7.298445559281842,6.606650186198215
3_2088,26861,car,26861,10.198430699466112,10.891577880372552,10.19846792746902
3_2090,18332,car,18332,9.816403445629014,10.50955062693287,9.816457993563025
3_2094,1826,car,1826,7.509883061154913,8.203030316693647,7.510430556378006
3_2113,8045,car,8045,8.992806059426483,9.685953243849102,8.992930352509733
3_2114,870,car,870,6.76849321164863,7.4616407225030335,6.769641976852503
3_2124,13,car,13,2.5649493574615367,3.2595725562629214,2.6390573296152584
3_2130,4478,car,4478,8.4069317971587,9.100078990185928,8.4071550862073
3_2134,5857,car,5857,8.675392806089782,9.368539993937413,8.675563527387679
3_2157,7438,car,7438,8.914357274485015,9.607504459563808,8.914491710191342
3_2158,20319,car,20319,9.919311687883013,10.612458869048488,9.919360901692418
3_2164,32288,car,32288,10.382450923153336,11.075598103953086,10.382481893932408
3_2179,20146,car,20146,9.910761036502626,10.603908217678546,9.91081067291591
3_2182,942,car,942,6.848005274576363,7.541152736869503,6.849066282633458
3_2183,3953,car,3953,8.282230063296685,8.975377259855392,8.282483003730562
3_2200,10188,car,10188,9.228965836099349,9.92211301906788,9.229063985974285
3_2202,848,car,848,6.742880635791903,7.436028164006527,6.744059186311348
3_2210,3506,car,3506,8.16223106548118,8.855378266379496,8.162516250140179
3_2217,4700,car,4700,8.45531778769815,9.148464979575433,8.45553053102413
3_2219,120,car,120,4.787491742782046,5.480656284001007,4.795790545596741
3_2220,2451,car,2451,7.804251383528112,8.49739860570339,7.804659297056102
42_0001,5539,car,5539,8.619569258033104,9.312716446741542,8.61974977974133
42_0034,14408,car,14408,9.575538886855792,10.268686068620031,9.575608290332934
42_0083,2921,car,2921,7.979681302387741,8.67282851224831,7.980023592310645
42_0087,279,car,279,5.631211781821365,6.32436217404092,5.634789603169249
42_0092,788,car,788,6.669498089857879,7.362645673030378,6.670766320845874
42_0096,3243,car,3243,8.084254106307318,8.777401310638188,8.084562415235304
42_0102,16347,car,16347,9.701799673251209,10.394946854746696,9.701860844684168
42_0105,20,car,20,2.995732273553991,3.6895038689889055,3.044522437723423
42_0114,1524,car,1524,7.329093736246592,8.022241024445623,7.329749689041512
42_0120,412,car,412,6.021023349349527,6.714172002712326,6.023447592961033
42_0128,5209,car,5209,8.558143177745192,9.251290367518777,8.558335134747413
42_0129,1650,car,1650,7.408530566894626,8.101677839281923,7.409136443920128
42_0145,7933,car,7933,8.978786553302003,9.67193373783446,8.978912601074276
42_0155,1218,car,1218,7.1049654482698426,7.79811279734741,7.105786129481271
42_0165,8249,car,8249,9.017847259860732,9.710994444094663,9.017968479328726
42_0168,21778,car,21778,9.988655564906006,10.681802745993066,9.988701481750608
42_0172,1115,car,1115,7.016609683894219,7.709757065544011,7.017506142941256
42_0175,3651,car,3651,8.202756381655638,8.89590358097055,8.20303024171486
42_0182,2241,car,2241,7.714677473800927,8.40782470414103,7.715123603632105
42_0191,9931,car,9931,9.203416456903359,9.896563639998163,9.203517146628057
42_0210,9189,car,9189,9.125762395500885,9.818909579021593,9.125871215349733
42_0224,1092,car,1092,6.9957661563048505,7.688913546514665,6.996681488176539
42_0225,2346,car,2346,7.76046702921342,8.453614255197218,7.760893195851024
42_0226,9594,car,9594,9.168893182062009,9.862040365338022,9.1689974084418
42_0232,558,car,558,6.324358962381311,7.0175069458590595,6.326149473155099
42_0272,3558,car,3558,8.17695386822578,8.870101068533952,8.177234885510194
42_0277,35780,car,35780,10.48514435706271,11.178291537817936,10.48517230524678
42_0278,28088,car,28088,10.243097717848269,10.936244898725096,10.243133319606999
42_0279,1109,car,1109,7.011213987350367,7.704361371181949,7.01211529430638
42_0308,2879,car,2879,7.965198290612176,8.65834550133388,7.965545573129992
42_0334,2651,car,2651,7.8826922062890254,8.575839422421973,7.883069351305753
42_0338,34117,car,34117,10.437551072769297,11.130698253544024,10.437580383240466
42_0361,152,car,152,5.0238805208462765,5.717038521867716,5.030437921392435
42_0365,19889,car,19889,9.897922094063247,10.591069275255187,9.897972371848018
42_0383,1190,car,1190,7.081708586105575,7.774855943206679,7.0825485693553
42_0386,181,car,181,5.198497031265826,5.8916518427631175,5.204006687076795
42_0389,2153,car,2153,7.674617497364363,8.367764731856978,7.675081857716334
42_0390,6982,car,6982,8.851090687664982,9.544237873353309,8.851233902846035
42_0391,2154,car,2154,7.675081857716334,8.368229092158883,7.675546002537848
42_0399,10939,car,10939,9.30008966411979,9.993236846768959,9.300181075975972
42_0407,1481,car,1481,7.300472814267799,7.99362010880805,7.301147805856032
42_0418,3955,car,3955,8.282735880201754,8.975883076744285,8.282988692742602
42_0424,64,car,64,4.1588830833596715,4.85209129348869,4.174387269895637
42_0432,2187,car,2187,7.690286020676768,8.3834332535055,7.690743163541872
42_0434,3455,car,3455,8.14757773620177,8.840724937704957,8.147867129923947
42_0471,9921,car,9921,9.202409001649903,9.895556184749822,9.202509792860994
42_0477,237,car,237,5.4680601411351315,6.161211772519035,5.472270673671475
42_0478,4408,car,4408,8.391176350832751,9.084323544259089,8.391403185357937
42_0490,5026,car,5026,8.522379718103538,9.215526908560289,8.522578663692576
42_0498,5762,car,5762,8.659039915644474,9.352187103734394,8.659213451436667
42_0510,1025,car,1025,6.932447891572509,7.625595310085968,6.933423025730715
42_0512,879,car,879,6.778784897685177,7.471932401810502,6.779921907472252
42_0522,2977,car,2977,7.998671361015776,8.691818569784372,7.999007213243955
42_0538,34505,car,34505,10.448859520054702,11.142006700824627,10.448888500941809
42_0540,5317,car,5317,8.57866451350434,9.271811702907428,8.578852571802965
42_0550,8691,car,8691,9.07004328643746,9.763190470307196,9.07015834137632
42_0555,36173,car,36173,10.496068263171036,11.189215443922043,10.49609590771746
42_0558,477,car,477,6.1675164908883415,6.860664770207513,6.169610732491456
42_0578,13003,car,13003,9.47293537905132,10.166082561089873,9.473012281423795
42_0581,22834,car,22834,10.036005932236273,10.729153113275704,10.0360497256191
42_0582,17646,car,17646,9.77826440778205,10.47141158914487,9.778321076243234
42_0589,2777,car,2777,7.9291264873067995,8.622273700284895,7.9294865233142895
45_599,1162,car,1162,7.057897937411856,7.751045303123472,7.0587581525186645
45_600,1767,car,1767,7.4770384723196965,8.170185732949093,7.477604243197589
45_619,636,car,636,6.455198563340122,7.148346361952578,6.456769655572163
45_645,20535,car,20535,9.929886026390658,10.623033207543463,9.929934722550977
45_655,130,car,130,4.867534450455582,5.560696423586702,4.875197323201151
45_665,6380,car,6380,8.760923376338836,9.454070563040624,8.761080103868347
45_679,30850,car,30850,10.336892029333534,11.030039210156161,10.336924443719042
45_686,7373,car,7373,8.90557995798965,9.598727143148471,8.90571557879409
45_687,35506,car,35506,10.477456975266742,11.170604156024995,10.477485139124067
45_696,8793,car,8793,9.081711229379001,9.774858413172396,9.081824949740755
45_742,29955,car,29955,10.307451534518025,11.000598715356583,10.307484917369258
46_0788,7974,car,7974,8.983941527941301,9.67708871243301,8.984066927653044
46_0812,111,car,111,4.709530201312334,5.402697671815578,4.718498871295094
46_0820,529,car,529,6.270988431858299,6.964136505781494,6.272877006546167
46_0833,202,car,202,5.308267697401205,6.001421004755152,5.313205979041787
46_0859,20903,car,20903,9.947647968321782,10.640795149453895,9.947695807200448
46_0866,11619,car,11619,9.360396968182862,10.053544150594643,9.360483030405902
46_0873,239,car,239,5.476463551931511,6.169615109136801,5.480638923341991
46_0886,404,car,404,6.0014148779611505,6.694563590230153,6.003887067106539
46_0893,22693,car,22693,10.029811785869622,10.72295896691503,10.029855851350934
46_0894,2448,car,2448,7.803026643632217,8.496173865909554,7.803435056952168
46_0901,7934,car,7934,8.978912601074276,9.67205978560573,8.97903863296051
46_0921,3465,car,3465,8.150467911624004,8.84361511300648,8.150756470275551
46_0926,28508,car,28508,10.25794002862176,10.951087209489321,10.257975105879424
46_0928,5892,car,5892,8.681350777582521,9.374497965343826,8.681520484837913
46_0932,11888,car,11888,9.38328476695754,10.076431949286464,9.383368881858544
46_0935,3043,car,3043,8.02059914989697,8.713746357455197,8.020927718981577
46_0945,2233,car,2233,7.711101251840158,8.404248482537586,7.711548979629146
46_0947,26,car,26,3.258096538021482,3.9516133360820653,3.295836866004329
46_0958,18796,car,18796,9.841399360222706,10.534546541490286,9.841452561616595
46_0974,1632,car,1632,7.397561535524052,8.090708809948124,7.398174092970465
46_0975,697,car,697,6.546785410760524,7.239933105925606,6.548219102762372
46_0983,14698,car,14698,9.595466709088816,10.288613890806003,9.595534743241988
46_0986,114,car,114,4.736198448394496,5.429364865087601,4.74493212836325
47_1014,6967,car,6967,8.848939995030118,9.542087180740552,8.849083518532339
47_1025,2337,car,2337,7.756623334538858,8.449770560873192,7.757051142032013
47_1037,1470,car,1470,7.293017679772782,7.9861649760252424,7.293697720601438
47_1040,2745,car,2745,7.917536353943631,8.610683567681965,7.917900586327916
47_1046,1083,car,1083,6.9874902470009905,7.680637640709768,6.988413181999592
47_1051,7041,car,7041,8.859505484519133,9.552652670121873,8.859647499714997
47_1054,493,car,493,6.20050917404269,6.89365738320022,6.202535517187923
47_1062,5650,car,5650,8.639410824140487,9.332558012531898,8.639587799629844
47_1077,6377,car,6377,8.760453046315272,9.45360023302284,8.760609847570002
47_1090,10614,car,10614,9.26992916338784,9.963076346166911,9.270023374137356
47_1091,9465,car,9465,9.155356063643422,9.848503246993976,9.155461710466193
47_1104,1004,car,1004,6.911747300251674,7.604894728823464,6.912742820493176
47_1121,769,car,769,6.645090969505644,7.338238572818935,6.646390514847729
47_1127,219,car,219,5.389071729816501,6.082224122904235,5.393627546352362
47_1137,703,car,703,6.555356891810665,7.248504578229084,6.556778356158042
47_1141,17771,car,17771,9.785323194185485,10.47847037553705,9.785379464055799
47_1148,114,car,114,4.736198448394496,5.429364865087601,4.74493212836325
47_1181,217,car,217,5.37989735354046,6.073049843153668,5.384495062789089
47_1193,240,car,240,5.480638923341991,6.173790444151457,5.484796933490655
48_1233,550,car,550,6.309918278226516,7.003066285231719,6.311734809152915
48_1240,3659,car,3659,8.204945165019208,8.898092364252198,8.205218426395412
48_1244,7137,car,7137,8.873047798971067,9.566194984439058,8.873187904050106
48_1245,85,car,85,4.442651256490317,5.135833037330569,4.454347296253507
48_1260,147,car,147,4.990432586778736,5.683591336391467,4.997212273764115
48_1267,121,car,121,4.795790545596741,5.488954801055736,4.804021044733257
48_1298,5260,car,5260,8.567886305731756,9.26103349532754,8.568076401730806
48_1299,15195,car,15195,9.628721705350893,10.321868886993615,9.628787514307517
48_1302,28471,car,28471,10.256641304347884,10.949788485216244,10.256676427190028
48_1304,28253,car,28253,10.248954925626595,10.942102106499734,10.24899031947161
48_1338,1558,car,1558,7.351158226430694,8.044305509983005,7.351799869057777
48_1366,27295,car,27295,10.214458814215858,10.907605995111366,10.214495450291405
48_1367,13461,car,13461,9.507551894644093,10.20069907658374,9.507626180570659
48_1373,636,car,636,6.455198563340122,7.148346361952578,6.456769655572163
48_1374,2070,car,2070,7.635303886259415,8.328451125163774,7.635786861395585
49_1390,27912,car,27912,10.23681198286661,10.929959163747446,10.236847809109337
49_1393,43,car,43,3.7612001156935624,4.454482477060509,3.784189633918261
49_1400,9850,car,9850,9.195226734166134,9.888373917302802,9.19532825185568
49_1406,559,car,559,6.326149473155099,7.019297453762727,6.327936783729195
49_1408,1253,car,1253,7.133295954896068,7.826443294690732,7.134093721192866
49_1411,2538,car,2538,7.839131648274333,8.532278867645449,7.839525581704678
49_1421,35292,car,35292,10.471411588341995,11.164558769102658,10.471439922974001
49_1434,20021,car,20021,9.904537001671699,10.597684182855334,9.904586947979428
49_1437,29482,car,29482,10.291535186607224,10.984682367454793,10.291569105033412
49_1438,5384,car,5384,8.591186871324563,9.284334060508929,8.591372589590488
49_1444,12714,car,12714,9.450459027496354,10.143606209602892,9.45053767785622
49_1459,13624,car,13624,9.519588222342524,10.212735404249354,9.519661619531444
49_1476,378,car,378,5.934894195619588,6.628043125846003,5.937536205082426
49_1479,1629,car,1629,7.395721608602045,8.08886888337216,7.396335293800808
49_1485,7986,car,7986,8.985445287623167,9.67859247210307,8.985570498917388
49_1498,3137,car,3137,8.051022208190679,8.744169414155142,8.051340933292979
49_1507,23018,car,23018,10.044031797528437,10.737178978560232,10.044075240845775
49_1511,1238,car,1238,7.121252453244542,7.814399796921257,7.122059881629142
49_1516,1393,car,1393,7.239214973779806,7.9323622831758875,7.2399325913204695
49_1529,2130,car,2130,7.6638772587034705,8.357024494367117,7.664346632098617
49_1531,2894,car,2894,7.970394907191429,8.663542117601278,7.970740390007095
49_1537,2724,car,2724,7.909856667269403,8.60300388152127,7.9102237070973445
49_1538,17217,car,17217,9.753652546776472,10.446799728179801,9.7537106272179
49_1554,4787,car,4787,8.473659189392508,9.166806380862162,8.473868066677865
4_2241,1052,car,1052,6.9584483932976555,7.651595799753518,6.959398512133975
4_2242,14176,car,14176,9.559305672844863,10.252452854648842,9.559376212117632
4_2243,6592,car,6592,8.793612071589308,9.486759257902401,8.7937637591133
4_2248,11148,car,11148,9.319015388601839,10.012162571173405,9.319105086767571
4_2251,5685,car,5685,8.645586406184636,9.338733594479915,8.645762292210945
4_2253,26798,car,26798,10.196082536848554,10.889229717756624,10.196119852369948
4_2255,32,car,32,3.4657359027997265,4.15912713462618,3.4965075614664802
4_2265,1897,car,1897,7.5480289699350145,8.24117621996624,7.5485559791698735
4_2276,968,car,968,6.875232087276577,7.568379534638547,6.876264611890766
4_2281,220,car,220,5.393627546352362,6.086779892161543,5.3981627015177525
4_2292,1267,car,1267,7.144407180321139,7.837554516616246,7.145196134997171
4_2293,19105,car,19105,9.857705359881,10.550852541125876,9.857757700829954
4_2296,10257,car,10257,9.235715678307411,9.928862861243646,9.235813167949214
4_2298,11158,car,11158,9.319912008405474,10.013059190973436,9.320001626185702
4_2299,3373,car,3373,8.12355783506165,8.816705037595504,8.123854263105914
4_2312,6938,car,6938,8.844768827529695,9.537916013283276,8.844912950899548
4_2315,9279,car,9279,9.13550906135318,9.828656244816731,9.135616825780247
4_2326,1085,car,1085,6.98933526597456,7.682482658898259,6.990256500493881
4_2328,2469,car,2469,7.81156848934518,8.504715710915884,7.8119734296220225
4_2332,35579,car,35579,10.479510855147508,11.172658035904945,10.479538961219825
4_2334,23156,car,23156,10.050009205198895,10.743156386225085,10.050052389617964
4_2338,25607,car,25607,10.150621030590434,10.843768211531641,10.150660081649699
4_2339,33130,car,33130,10.408194495293941,11.101341676081658,10.408224678961561
4_2345,982,car,982,6.889591308354466,7.582738748163276,6.890609120147166
4_2346,232,car,232,5.44673737166631,6.139889196962028,5.4510384535657
4_2349,21077,car,21077,9.955937677537047,10.649084858659752,9.955985121493882
4_2350,780,car,780,6.659293919683638,7.352441511157202,6.660575149839686
4_2351,10388,car,10388,9.248406572782638,9.941553755659319,9.248502833070532
4_2353,1590,car,1590,7.371489295214277,8.064636574662702,7.372118028337787
4_2364,1681,car,1681,7.427144133408616,8.120291402440293,7.427738840532894
4_2365,249,car,249,5.517452896464707,6.210604109193294,5.521460917862246
4_2369,33967,car,33967,10.433144744037243,11.126291924813872,10.433174183943038
4_2370,1019,car,1019,6.926577033222725,7.619724454546634,6.927557906278317
4_2373,8840,car,8840,9.08704215563169,9.780189339390791,9.087155271405804
4_2393,9020,car,9020,9.10719961305667,9.800346796689363,9.107310471656639
4_2404,1137,car,1137,7.036148493750536,7.729295867693775,7.037027614686276
4_2410,3780,car,3780,8.237479288613633,8.930626486670288,8.237743803890933
50_1591,34754,car,34754,10.4560499522822,11.149197133049126,10.456078725534587
50_1594,383,car,383,5.948034989180646,6.641183874022173,5.950642552587727
50_1597,2253,car,2253,7.720017940432244,8.413165170243477,7.720461694599722
50_1624,29514,car,29514,10.292620006023395,10.98576718687034,10.29265388767479
50_1631,25864,car,25864,10.160607319405269,10.853754500338937,10.160645982437616
50_1641,26331,car,26331,10.178502231260227,10.871649412180755,10.178540208587767
50_1643,4806,car,4806,8.477620416296414,9.170767607679977,8.47782846789396
50_1647,956,car,956,6.862757913051401,7.555905367153365,6.863803391452954
50_1649,7917,car,7917,8.976767625171433,9.669914809719963,8.976893927666076
50_1663,2770,car,2770,7.926602599181384,8.619749812323533,7.9269635448629785
50_1670,32688,car,32688,10.394763317057404,11.08791049785132,10.394793908855744
50_1682,2954,car,2954,7.9909154630913255,8.6840626723009,7.991253929840199
50_1690,18986,car,18986,9.851457144441744,10.544604325695232,9.851509813443416
50_1696,360,car,360,5.886104031450156,6.579253141016865,5.8888779583328805
50_1704,4186,car,4186,8.339500903005945,9.032648097833182,8.339739766019143
50_1708,10269,car,10269,9.236884927198295,9.930032110128979,9.236982302922604
50_1724,14691,car,14691,9.594990340370426,10.288137522088716,9.595058406939557
50_1742,468,car,468,6.148468295917647,6.841616617903061,6.150602768446279
50_1744,1316,car,1316,7.182352111885263,7.87549943679898,7.183111701743281
50_1773,4450,car,4450,8.400659375160286,9.093806568344899,8.400884069015854
5_2419,450,car,450,6.1092475827643655,6.802395997889926,6.111467339502679
5_2443,29824,car,29824,10.303068717485317,10.996215898326328,10.303102246966116
5_2450,2920,car,2920,7.979338895262328,8.67248610514297,7.979681302387741
5_2457,38634,car,38634,10.561887996766238,11.255035177493678,10.561913880367685
5_2459,23706,car,23706,10.073483459639446,10.766630640644252,10.073525642163233
5_2460,1747,car,1747,7.465655310134056,8.15880257260725,7.466227556215481
5_2461,947,car,947,6.853299093186078,7.546446552512066,6.854354502255021
5_2462,305,car,305,5.720311776607412,6.413461644606134,5.723585101952381
5_2472,1839,car,1839,7.516977224604321,8.210124479086742,7.517520850603031
5_2476,7107,car,7107,8.868835492826895,9.56198267833641,8.868976189274543
5_2479,9920,car,9920,9.20230820027892,9.89545538337935,9.202409001649903
5_2493,31308,car,31308,10.35162893492473,11.044776115739726,10.351660875132662
5_2504,16205,car,16205,9.693075115575647,10.386222297087604,9.693136823020671
5_2505,872,car,872,6.77078942390898,7.46393693325001,6.771935555839602
5_2506,11437,car,11437,9.344608992781216,10.037756175252404,9.344696424475261
5_2507,5889,car,5889,8.68084148294457,9.373988670713215,8.681011276645632
5_2508,1124,car,1124,7.024649030453636,7.717796408896022,7.025538314638521
5_2511,224,car,224,5.4116460518550396,6.104798214839483,5.41610040220442
5_2514,10335,car,10335,9.24329147211587,9.93643865501637,9.243388226022383
5_2518,685,car,685,6.529418838262226,7.222566551615181,6.530877627725885
5_2520,6405,car,6405,8.764834214330834,9.45798140098477,8.764990330169104
5_2528,13442,car,13442,9.506139412529912,10.199286594473461,9.506213803454253
5_2549,29770,car,29770,10.301256454009822,10.994403634851853,10.301290044308947
5_2550,1577,car,1577,7.3632795869630385,8.056426868048556,7.363913501405819
5_2551,1708,car,1708,7.443078374348516,8.136225640605184,7.443663683115591
5_2565,780,car,780,6.659293919683638,7.352441511157202,6.660575149839686
5_2573,768,car,768,6.643789733147672,7.3369373375626,6.645090969505644
5_2576,6251,car,6251,8.740496729931813,9.43364391688971,8.740656691541368
5_2580,2405,car,2405,7.785305182539862,8.478452406322301,7.785720896534624
