ID,ak,mode,hour,budget
46_0894,215,car,17,60
46_0901,611,car,17,60
46_0921,158,car,17,60
46_0926,4440,car,17,60
46_0928,611,car,17,60
46_0932,18,car,17,60
46_0935,143,car,17,60
46_0958,2552,car,17,60
46_0974,21,car,17,60
46_0975,126,car,17,60
47_1014,510,car,17,60
47_1025,46,car,17,60
47_1040,168,car,17,60
47_1051,571,car,17,60
47_1062,631,car,17,60
47_1077,642,car,17,60
47_1090,649,car,17,60
47_1141,330,car,17,60
48_1244,80,car,17,60
48_1298,261,car,17,60
48_1299,725,car,17,60
48_1302,3402,car,17,60
48_1304,7537,car,17,60
48_1366,2814,car,17,60
48_1367,721,car,17,60
48_1374,8,car,17,60
49_1390,3553,car,17,60
49_1400,463,car,17,60
49_1411,103,car,17,60
49_1421,7455,car,17,60
49_1434,1909,car,17,60
49_1437,3785,car,17,60
49_1444,512,car,17,60
49_1459,153,car,17,60
49_1485,5,car,17,60
49_1507,2973,car,17,60
49_1529,75,car,17,60
49_1531,963,car,17,60
49_1537,21,car,17,60
49_1538,1770,car,17,60
49_1554,117,car,17,60
4_2242,678,car,17,60
4_2243,608,car,17,60
4_2248,980,car,17,60
4_2251,1240,car,17,60
4_2253,5255,car,17,60
4_2276,186,car,17,60
4_2293,1781,car,17,60
4_2296,1082,car,17,60
4_2298,1044,car,17,60
4_2299,325,car,17,60
4_2312,135,car,17,60
4_2315,941,car,17,60
4_2328,17,car,17,60
4_2332,18322,car,17,60
4_2334,3450,car,17,60
4_2339,5413,car,17,60
4_2349,1616,car,17,60
4_2350,191,car,17,60
4_2364,302,car,17,60
4_2369,9844,car,17,60
4_2373,877,car,17,60
4_2393,485,car,17,60
4_2404,234,car,17,60
4_2410,398,car,17,60
50_1591,16630,car,17,60
50_1594,7,car,17,60
50_1597,75,car,17,60
50_1624,3162,car,17,60
50_1631,3782,car,17,60
50_1641,4269,car,17,60
50_1643,456,car,17,60
50_1649,808,car,17,60
50_1663,143,car,17,60
50_1670,7462,car,17,60
50_1690,27,car,17,60
50_1704,386,car,17,60
50_1724,226,car,17,60
50_1742,8,car,17,60
50_1773,90,car,17,60
5_2443,4360,car,17,60
5_2450,432,car,17,60
5_2457,22424,car,17,60
5_2459,2233,car,17,60
5_2462,135,car,17,60
5_2476,678,car,17,60
5_2493,5858,car,17,60
5_2504,1774,car,17,60
5_2506,433,car,17,60
5_2507,382,car,17,60
5_2508,1,car,17,60
5_2514,1196,car,17,60
5_2528,1017,car,17,60
5_2549,4060,car,17,60
5_2550,230,car,17,60
5_2551,28,car,17,60
5_2576,631,car,17,60
5_2580,417,car,17,60
6_2613,167,car,17,60
6_2617,1545,car,17,60
6_2635,2018,car,17,60
6_2639,107,car,17,60
6_2665,523,car,17,60
6_2667,1616,car,17,60
6_2697,10135,car,17,60
6_2698,683,car,17,60
6_2701,1188,car,17,60
6_2721,91,car,17,60
6_2731,305,car,17,60
6_2735,2156,car,17,60
6_2738,3,car,17,60
6_2750,1856,car,17,60
6_2752,25,car,17,60
6_2766,5,car,17,60
6_2775,1209,car,17,60
6_2785,3024,car,17,60
7_2803,16,car,17,60
7_2812,4845,car,17,60
7_2825,15,car,17,60
7_2831,108,car,17,60
7_2834,860,car,17,60
7_2854,5676,car,17,60
7_2877,792,car,17,60
7_2908,4,car,17,60
7_2913,153,car,17,60
7_2916,139,car,17,60
7_2923,665,car,17,60
7_2933,32,car,17,60
7_2941,804,car,17,60
7_2965,1896,car,17,60
7_2972,565,car,17,60
49_1393,0,car,17,60
42_0590,0,car,17,60
46_0806,0,car,17,60
48_1203,0,car,17,60
42_0591,0,car,17,60
42_0566,0,car,17,60
12_3379,0,car,17,60
42_0462,0,car,17,60
2_1952,0,car,17,60
5_2575,0,car,17,60
7_2870,0,car,17,60
2_1908,0,car,17,60
12_3238,0,car,17,60
10_3154,0,car,17,60
13_3581,0,car,17,60
6_2610,0,car,17,60
42_0109,0,car,17,60
42_0416,0,car,17,60
47_1037,0,car,17,60
45_619,0,car,17,60
2_1791,0,car,17,60
6_2777,0,car,17,60
10_3187,0,car,17,60
5_2511,0,car,17,60
12_3280,0,car,17,60
46_0996,0,car,17,60
4_2287,0,car,17,60
6_2753,0,car,17,60
42_0127,0,car,17,60
42_0361,0,car,17,60
50_1698,0,car,17,60
4_2305,0,car,17,60
42_0202,0,car,17,60
5_2427,0,car,17,60
2_1990,0,car,17,60
16_4058,0,car,17,60
16_4076,0,car,17,60
42_0558,0,car,17,60
2_1886,0,car,17,60
16_3838,0,car,17,60
13_3444,0,car,17,60
12_3245,0,car,17,60
42_0325,0,car,17,60
48_1217,0,car,17,60
42_0149,0,car,17,60
14_3655,0,car,17,60
7_2889,0,car,17,60
16_3950,0,car,17,60
49_1476,0,car,17,60
3_2032,0,car,17,60
42_0206,0,car,17,60
7_2875,0,car,17,60
12_3320,0,car,17,60
47_1049,0,car,17,60
49_1406,0,car,17,60
49_1583,0,car,17,60
13_3566,0,car,17,60
46_0823,0,car,17,60
4_2267,0,car,17,60
45_620,0,car,17,60
46_0963,0,car,17,60
4_2237,0,car,17,60
6_2680,0,car,17,60
5_2437,0,car,17,60
3_2189,0,car,17,60
47_1140,0,car,17,60
2_1876,0,car,17,60
42_0334,0,car,17,60
42_0510,0,car,17,60
13_3428,0,car,17,60
12_3254,0,car,17,60
5_2479,0,car,17,60
12_3369,0,car,17,60
2_1991,0,car,17,60
45_750,0,car,17,60
3_2126,0,car,17,60
47_1046,0,car,17,60
48_1309,0,car,17,60
49_1517,0,car,17,60
46_0992,0,car,17,60
4_2365,0,car,17,60
6_2611,0,car,17,60
4_2335,0,car,17,60
2_1878,0,car,17,60
5_2574,0,car,17,60
42_0232,0,car,17,60
12_3220,0,car,17,60
4_2265,0,car,17,60
42_0394,0,car,17,60
4_2353,0,car,17,60
5_2593,0,car,17,60
13_3436,0,car,17,60
4_2235,0,car,17,60
5_2475,0,car,17,60
10_3166,0,car,17,60
48_1214,0,car,17,60
46_0886,0,car,17,60
46_0802,0,car,17,60
46_0993,0,car,17,60
10_3022,0,car,17,60
7_2975,0,car,17,60
5_2469,0,car,17,60
16_3972,0,car,17,60
42_0310,0,car,17,60
4_2238,0,car,17,60
7_2880,0,car,17,60
47_1183,0,car,17,60
45_655,0,car,17,60
2_1866,0,car,17,60
16_4068,0,car,17,60
45_737,0,car,17,60
6_2661,0,car,17,60
10_3006,0,car,17,60
42_0091,0,car,17,60
5_2505,0,car,17,60
16_3948,0,car,17,60
42_0186,0,car,17,60
3_2095,0,car,17,60
10_3167,0,car,17,60
6_2709,0,car,17,60
5_2520,0,car,17,60
48_1205,0,car,17,60
49_1511,0,car,17,60
4_2280,0,car,17,60
50_1667,0,car,17,60
12_3193,0,car,17,60
47_1167,0,car,17,60
47_1104,0,car,17,60
5_2455,0,car,17,60
3_2188,0,car,17,60
6_2756,0,car,17,60
4_2246,0,car,17,60
2_1811,0,car,17,60
42_0124,0,car,17,60
7_2919,0,car,17,60
50_1665,0,car,17,60
49_1438,0,car,17,60
7_2896,0,car,17,60
42_0115,0,car,17,60
42_0512,0,car,17,60
47_1127,0,car,17,60
4_2407,0,car,17,60
3_2211,0,car,17,60
12_3216,0,car,17,60
3_2093,0,car,17,60
3_2111,0,car,17,60
45_664,0,car,17,60
5_2546,0,car,17,60
12_3390,0,car,17,60
3_2124,0,car,17,60
49_1430,0,car,17,60
42_0179,0,car,17,60
45_626,0,car,17,60
42_0113,0,car,17,60
42_0173,0,car,17,60
4_2326,0,car,17,60
2_1880,0,car,17,60
5_2573,0,car,17,60
3_2068,0,car,17,60
7_2804,0,car,17,60
46_0954,0,car,17,60
12_3378,0,car,17,60
10_3099,0,car,17,60
4_2270,0,car,17,60
4_2346,0,car,17,60
5_2461,0,car,17,60
42_0523,0,car,17,60
2_1796,0,car,17,60
2_2017,0,car,17,60
13_3416,0,car,17,60
2_1801,0,car,17,60
45_708,0,car,17,60
10_3126,0,car,17,60
3_2080,0,car,17,60
13_3536,0,car,17,60
42_0130,0,car,17,60
4_2355,0,car,17,60
50_1767,0,car,17,60
4_2411,0,car,17,60
5_2586,0,car,17,60
6_2705,0,car,17,60
42_0421,0,car,17,60
49_1540,0,car,17,60
4_2370,0,car,17,60
4_2342,0,car,17,60
10_3054,0,car,17,60
5_2487,0,car,17,60
5_2531,0,car,17,60
46_0967,0,car,17,60
4_2286,0,car,17,60
7_2879,0,car,17,60
45_612,0,car,17,60
47_1086,0,car,17,60
42_0455,0,car,17,60
48_1267,0,car,17,60
49_1584,0,car,17,60
7_2847,0,car,17,60
49_1547,0,car,17,60
10_3152,0,car,17,60
3_2106,0,car,17,60
46_0855,0,car,17,60
47_1162,0,car,17,60
10_3021,0,car,17,60
6_2669,0,car,17,60
42_0097,0,car,17,60
49_1516,0,car,17,60
48_1373,0,car,17,60
4_2319,0,car,17,60
46_0863,0,car,17,60
42_0540,0,car,17,60
42_0172,0,car,17,60
12_3240,0,car,17,60
4_2230,0,car,17,60
2_1957,0,car,17,60
4_2307,0,car,17,60
4_2414,0,car,17,60
6_2742,0,car,17,60
10_3144,0,car,17,60
45_712,0,car,17,60
46_0947,0,car,17,60
7_2859,0,car,17,60
12_3285,0,car,17,60
2_1962,0,car,17,60
42_0002,0,car,17,60
12_3313,0,car,17,60
12_3317,0,car,17,60
42_0407,0,car,17,60
46_0994,0,car,17,60
2_1852,0,car,17,60
47_1091,0,car,17,60
4_2397,0,car,17,60
48_1359,0,car,17,60
42_0308,0,car,17,60
49_1498,0,car,17,60
42_0152,0,car,17,60
45_726,0,car,17,60
6_2758,0,car,17,60
45_638,0,car,17,60
50_1748,0,car,17,60
10_3063,0,car,17,60
46_0890,0,car,17,60
49_1478,0,car,17,60
12_3393,0,car,17,60
3_2185,0,car,17,60
46_0903,0,car,17,60
7_2959,0,car,17,60
2_2014,0,car,17,60
16_4040,0,car,17,60
2_1863,0,car,17,60
42_0409,0,car,17,60
42_0163,0,car,17,60
49_1451,0,car,17,60
46_0889,0,car,17,60
10_3042,0,car,17,60
13_3519,0,car,17,60
42_0101,0,car,17,60
46_0810,0,car,17,60
42_0410,0,car,17,60
7_2821,0,car,17,60
2_1945,0,car,17,60
46_0812,0,car,17,60
4_2250,0,car,17,60
47_1149,0,car,17,60
10_3093,0,car,17,60
12_3189,0,car,17,60
2_1977,0,car,17,60
47_1181,0,car,17,60
50_1755,0,car,17,60
3_2104,0,car,17,60
42_0212,0,car,17,60
13_3454,0,car,17,60
4_2416,0,car,17,60
13_3439,0,car,17,60
49_1503,0,car,17,60
3_2071,0,car,17,60
2_1865,0,car,17,60
46_0904,0,car,17,60
6_2670,0,car,17,60
48_1289,0,car,17,60
2_1891,0,car,17,60
12_3215,0,car,17,60
4_2377,0,car,17,60
47_1159,0,car,17,60
7_2964,0,car,17,60
12_3294,0,car,17,60
5_2419,0,car,17,60
10_3183,0,car,17,60
6_2696,0,car,17,60
3_2148,0,car,17,60
13_3560,0,car,17,60
49_1581,0,car,17,60
5_2442,0,car,17,60
50_1761,0,car,17,60
12_3306,0,car,17,60
2_1972,0,car,17,60
12_3297,0,car,17,60
4_2380,0,car,17,60
7_2849,0,car,17,60
5_2562,0,car,17,60
10_3053,0,car,17,60
50_1593,0,car,17,60
6_2737,0,car,17,60
6_2764,0,car,17,60
5_2558,0,car,17,60
48_1340,0,car,17,60
10_3150,0,car,17,60
47_1078,0,car,17,60
10_2982,0,car,17,60
2_1868,0,car,17,60
42_0487,0,car,17,60
42_0477,0,car,17,60
4_2379,0,car,17,60
2_1816,0,car,17,60
12_3211,0,car,17,60
45_598,0,car,17,60
3_2156,0,car,17,60
6_2641,0,car,17,60
47_1137,0,car,17,60
42_0121,0,car,17,60
48_1338,0,car,17,60
50_1680,0,car,17,60
3_2073,0,car,17,60
12_3329,0,car,17,60
50_1679,0,car,17,60
6_2638,0,car,17,60
12_3334,0,car,17,60
48_1282,0,car,17,60
5_2444,0,car,17,60
12_3256,0,car,17,60
6_2768,0,car,17,60
3_2094,0,car,17,60
42_0434,0,car,17,60
5_2458,0,car,17,60
50_1686,0,car,17,60
12_3309,0,car,17,60
12_3324,0,car,17,60
16_3903,0,car,17,60
47_1052,0,car,17,60
5_2453,0,car,17,60
10_3155,0,car,17,60
42_0457,0,car,17,60
42_0207,0,car,17,60
5_2543,0,car,17,60
5_2431,0,car,17,60
7_2799,0,car,17,60
50_1682,0,car,17,60
47_1121,0,car,17,60
3_2096,0,car,17,60
4_2255,0,car,17,60
46_0931,0,car,17,60
10_2989,0,car,17,60
42_0193,0,car,17,60
5_2460,0,car,17,60
12_3228,0,car,17,60
13_3497,0,car,17,60
45_690,0,car,17,60
3_2146,0,car,17,60
16_3977,0,car,17,60
12_3262,0,car,17,60
42_0208,0,car,17,60
6_2759,0,car,17,60
16_4067,0,car,17,60
42_0129,0,car,17,60
42_0151,0,car,17,60
46_0945,0,car,17,60
42_0213,0,car,17,60
7_2829,0,car,17,60
50_1647,0,car,17,60
10_3171,0,car,17,60
2_2003,0,car,17,60
45_743,0,car,17,60
4_2336,0,car,17,60
4_2396,0,car,17,60
13_3568,0,car,17,60
7_2924,0,car,17,60
46_0843,0,car,17,60
49_1524,0,car,17,60
10_3064,0,car,17,60
42_0386,0,car,17,60
7_2911,0,car,17,60
45_707,0,car,17,60
42_0123,0,car,17,60
46_0937,0,car,17,60
7_2892,0,car,17,60
46_0849,0,car,17,60
4_2383,0,car,17,60
2_1831,0,car,17,60
46_1007,0,car,17,60
2_1827,0,car,17,60
2_1859,0,car,17,60
46_0983,0,car,17,60
12_3195,0,car,17,60
4_2245,0,car,17,60
6_2712,0,car,17,60
42_0196,0,car,17,60
14_3632,0,car,17,60
47_1193,0,car,17,60
13_3504,0,car,17,60
50_1603,0,car,17,60
3_2199,0,car,17,60
48_1372,0,car,17,60
42_0224,0,car,17,60
50_1617,0,car,17,60
5_2565,0,car,17,60
50_1616,0,car,17,60
3_2151,0,car,17,60
4_2398,0,car,17,60
49_1505,0,car,17,60
50_1782,0,car,17,60
47_1192,0,car,17,60
2_2002,0,car,17,60
42_0368,0,car,17,60
42_0162,0,car,17,60
47_1089,0,car,17,60
48_1245,0,car,17,60
3_2081,0,car,17,60
42_0589,0,car,17,60
47_1125,0,car,17,60
42_0128,0,car,17,60
14_3644,0,car,17,60
49_1563,0,car,17,60
12_3372,0,car,17,60
42_0388,0,car,17,60
6_2715,0,car,17,60
46_0820,0,car,17,60
4_2338,0,car,17,60
2_1970,0,car,17,60
42_0211,0,car,17,60
42_0384,0,car,17,60
6_2651,0,car,17,60
42_0272,0,car,17,60
42_0439,0,car,17,60
42_0108,0,car,17,60
4_2244,0,car,17,60
12_3332,0,car,17,60
2_1879,0,car,17,60
42_0092,0,car,17,60
4_2395,0,car,17,60
12_3376,0,car,17,60
45_694,0,car,17,60
2_2010,0,car,17,60
46_0919,0,car,17,60
6_2782,0,car,17,60
42_0197,0,car,17,60
42_0225,0,car,17,60
48_1238,0,car,17,60
5_2424,0,car,17,60
7_2824,0,car,17,60
6_2607,0,car,17,60
3_2114,0,car,17,60
4_2361,0,car,17,60
42_0448,0,car,17,60
50_1732,0,car,17,60
42_0496,0,car,17,60
4_2371,0,car,17,60
5_2559,0,car,17,60
10_3069,0,car,17,60
42_0396,0,car,17,60
3_2155,0,car,17,60
46_0986,0,car,17,60
10_3149,0,car,17,60
5_2440,0,car,17,60
5_2489,0,car,17,60
6_2615,0,car,17,60
49_1555,0,car,17,60
50_1750,0,car,17,60
12_3204,0,car,17,60
5_2494,0,car,17,60
45_768,0,car,17,60
3_2100,0,car,17,60
3_2175,0,car,17,60
16_3848,0,car,17,60
3_2040,0,car,17,60
45_674,0,car,17,60
42_0154,0,car,17,60
42_0420,0,car,17,60
3_2133,0,car,17,60
5_2589,0,car,17,60
5_2472,0,car,17,60
47_1015,0,car,17,60
42_0517,0,car,17,60
47_1050,0,car,17,60
16_3853,0,car,17,60
42_0164,0,car,17,60
3_2135,0,car,17,60
7_2828,0,car,17,60
12_3282,0,car,17,60
13_3453,0,car,17,60
42_0567,0,car,17,60
4_2345,0,car,17,60
10_3049,0,car,17,60
6_2675,0,car,17,60
3_2153,0,car,17,60
10_3159,0,car,17,60
7_2788,0,car,17,60
3_2202,0,car,17,60
12_3210,0,car,17,60
42_0105,0,car,17,60
16_4075,0,car,17,60
2_2019,0,car,17,60
49_1522,0,car,17,60
2_1892,0,car,17,60
10_3101,0,car,17,60
50_1587,0,car,17,60
5_2552,0,car,17,60
4_2292,0,car,17,60
2_1898,0,car,17,60
12_3188,0,car,17,60
4_2252,0,car,17,60
42_0072,0,car,17,60
4_2297,0,car,17,60
13_3556,0,car,17,60
16_3872,0,car,17,60
16_3886,0,car,17,60
2_1946,0,car,17,60
42_0187,0,car,17,60
46_0878,0,car,17,60
47_1057,0,car,17,60
49_1441,0,car,17,60
12_3199,0,car,17,60
13_3460,0,car,17,60
48_1260,0,car,17,60
5_2547,0,car,17,60
7_2973,0,car,17,60
10_3016,0,car,17,60
5_2445,0,car,17,60
16_4097,0,car,17,60
46_0808,0,car,17,60
45_686,0,car,17,60
5_2521,0,car,17,60
49_1408,0,car,17,60
2_1914,0,car,17,60
50_1725,0,car,17,60
5_2492,0,car,17,60
6_2676,0,car,17,60
10_3184,0,car,17,60
46_0833,0,car,17,60
46_0891,0,car,17,60
4_2273,0,car,17,60
46_0990,0,car,17,60
48_1240,0,car,17,60
42_0485,0,car,17,60
5_2518,0,car,17,60
2_1923,0,car,17,60
47_1064,0,car,17,60
47_1148,0,car,17,60
45_599,0,car,17,60
13_3502,0,car,17,60
6_2745,0,car,17,60
5_2584,0,car,17,60
48_1312,0,car,17,60
46_0882,0,car,17,60
2_1837,0,car,17,60
12_3253,0,car,17,60
6_2674,0,car,17,60
10_3043,0,car,17,60
42_0459,0,car,17,60
3_2182,0,car,17,60
16_3989,0,car,17,60
46_0915,0,car,17,60
2_1861,0,car,17,60
5_2420,0,car,17,60
42_0432,0,car,17,60
5_2536,0,car,17,60
16_4080,0,car,17,60
13_3480,0,car,17,60
3_2209,0,car,17,60
12_3345,0,car,17,60
3_2178,0,car,17,60
10_3139,0,car,17,60
7_2974,0,car,17,60
16_4102,0,car,17,60
50_1650,0,car,17,60
3_2084,0,car,17,60
2_1999,0,car,17,60
42_0423,0,car,17,60
50_1696,0,car,17,60
13_3434,0,car,17,60
13_3562,0,car,17,60
5_2495,0,car,17,60
16_3908,0,car,17,60
49_1389,0,car,17,60
4_2356,0,car,17,60
6_2619,0,car,17,60
7_2830,0,car,17,60
42_0034,0,car,17,60
4_2352,0,car,17,60
46_0840,0,car,17,60
5_2497,0,car,17,60
48_1292,0,car,17,60
6_2662,0,car,17,60
3_2186,0,car,17,60
42_0327,0,car,17,60
48_1290,0,car,17,60
42_0438,0,car,17,60
48_1233,0,car,17,60
50_1708,0,car,17,60
6_2636,0,car,17,60
12_3279,0,car,17,60
13_3571,0,car,17,60
13_3473,0,car,17,60
42_0314,0,car,17,60
7_2897,0,car,17,60
2_1822,0,car,17,60
12_3223,0,car,17,60
50_1744,0,car,17,60
47_1054,0,car,17,60
4_2241,0,car,17,60
5_2532,0,car,17,60
12_3290,0,car,17,60
47_1065,0,car,17,60
4_2389,0,car,17,60
6_2649,0,car,17,60
48_1329,0,car,17,60
4_2294,0,car,17,60
10_3056,0,car,17,60
2_2000,0,car,17,60
6_2643,0,car,17,60
13_3496,0,car,17,60
42_0385,0,car,17,60
3_2218,0,car,17,60
6_2761,0,car,17,60
4_2277,0,car,17,60
7_2970,0,car,17,60
2_1942,0,car,17,60
42_0383,0,car,17,60
42_0581,0,car,17,60
4_2372,0,car,17,60
45_691,0,car,17,60
5_2522,0,car,17,60
12_3239,0,car,17,60
4_2281,0,car,17,60
47_1085,0,car,17,60
49_1479,0,car,17,60
45_631,0,car,17,60
4_2351,0,car,17,60
5_2488,0,car,17,60
46_0925,0,car,17,60
12_3321,0,car,17,60
49_1443,0,car,17,60
42_0424,0,car,17,60
46_0893,0,car,17,60
6_2614,0,car,17,60
13_3449,0,car,17,60
7_2920,0,car,17,60
4_2327,0,car,17,60
12_3218,0,car,17,60
3_2070,0,car,17,60
12_3217,0,car,17,60
46_0839,0,car,17,60
46_0980,0,car,17,60
12_3319,0,car,17,60
10_2984,1843,car,17,75
10_2993,1154,car,17,75
10_2998,13827,car,17,75
10_3039,11849,car,17,75
10_3042,102,car,17,75
10_3060,6193,car,17,75
10_3075,1813,car,17,75
10_3076,2614,car,17,75
10_3098,1050,car,17,75
10_3126,3,car,17,75
10_3133,6241,car,17,75
10_3150,69,car,17,75
12_3192,3718,car,17,75
12_3197,72,car,17,75
12_3216,43,car,17,75
12_3217,24,car,17,75
12_3229,13123,car,17,75
12_3238,99,car,17,75
12_3241,1670,car,17,75
12_3245,1,car,17,75
12_3246,10422,car,17,75
12_3253,11,car,17,75
12_3259,985,car,17,75
12_3261,9700,car,17,75
12_3266,3340,car,17,75
12_3278,6484,car,17,75
12_3282,529,car,17,75
12_3302,5820,car,17,75
12_3304,3521,car,17,75
12_3307,28726,car,17,75
12_3314,1017,car,17,75
12_3361,1252,car,17,75
12_3369,460,car,17,75
12_3380,8691,car,17,75
12_3389,655,car,17,75
12_3397,25214,car,17,75
13_3401,661,car,17,75
13_3426,3858,car,17,75
13_3434,500,car,17,75
13_3439,312,car,17,75
13_3449,883,car,17,75
13_3465,345,car,17,75
13_3532,1733,car,17,75
13_3544,14084,car,17,75
13_3553,598,car,17,75
13_3556,164,car,17,75
13_3562,6,car,17,75
13_3568,12,car,17,75
13_3580,15452,car,17,75
13_3586,5497,car,17,75
13_3588,13304,car,17,75
14_3632,1120,car,17,75
14_3699,17266,car,17,75
14_3710,16777,car,17,75
14_3725,2958,car,17,75
16_3777,2666,car,17,75
16_3866,9431,car,17,75
16_3886,5878,car,17,75
16_3903,692,car,17,75
16_3909,12438,car,17,75
16_3932,18998,car,17,75
16_3950,2108,car,17,75
16_3977,5,car,17,75
16_3991,1053,car,17,75
16_4013,13050,car,17,75
16_4014,3793,car,17,75
16_4047,2347,car,17,75
16_4103,3364,car,17,75
16_4105,5974,car,17,75
16_4116,31790,car,17,75
2_1831,8,car,17,75
2_1834,12131,car,17,75
2_1838,20954,car,17,75
2_1847,2630,car,17,75
2_1861,59,car,17,75
2_1863,666,car,17,75
2_1870,7990,car,17,75
2_1880,820,car,17,75
2_1894,1675,car,17,75
2_1922,3290,car,17,75
2_1944,7686,car,17,75
2_1986,3464,car,17,75
2_1996,959,car,17,75
2_2000,386,car,17,75
2_2003,156,car,17,75
3_2023,2304,car,17,75
3_2024,16135,car,17,75
3_2030,601,car,17,75
3_2037,3702,car,17,75
3_2044,4907,car,17,75
3_2045,5215,car,17,75
3_2047,4189,car,17,75
3_2048,7222,car,17,75
3_2067,610,car,17,75
3_2071,103,car,17,75
3_2073,245,car,17,75
3_2075,7891,car,17,75
3_2086,372,car,17,75
3_2088,17298,car,17,75
3_2090,6625,car,17,75
3_2094,227,car,17,75
3_2113,3342,car,17,75
3_2114,206,car,17,75
3_2130,1589,car,17,75
3_2134,2262,car,17,75
3_2157,2802,car,17,75
3_2158,7691,car,17,75
3_2164,19473,car,17,75
3_2179,5494,car,17,75
3_2183,1828,car,17,75
3_2200,3760,car,17,75
3_2210,1071,car,17,75
3_2217,1875,car,17,75
3_2219,95,car,17,75
3_2220,1088,car,17,75
42_0001,1573,car,17,75
42_0034,3124,car,17,75
42_0083,1032,car,17,75
42_0087,187,car,17,75
42_0092,14,car,17,75
42_0096,1556,car,17,75
42_0102,5482,car,17,75
42_0114,648,car,17,75
42_0120,190,car,17,75
42_0128,11,car,17,75
42_0129,46,car,17,75
42_0145,2139,car,17,75
42_0155,648,car,17,75
42_0165,2309,car,17,75
42_0168,8483,car,17,75
42_0172,165,car,17,75
42_0175,512,car,17,75
42_0182,720,car,17,75
42_0191,2311,car,17,75
42_0210,3353,car,17,75
42_0224,34,car,17,75
42_0225,144,car,17,75
42_0226,2394,car,17,75
42_0272,293,car,17,75
42_0277,29319,car,17,75
42_0278,14250,car,17,75
42_0279,738,car,17,75
42_0308,626,car,17,75
42_0334,12,car,17,75
42_0338,21577,car,17,75
42_0365,5961,car,17,75
42_0383,26,car,17,75
